,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Total Shelf Life in Months,Minimum Usable Period in Months,Skin Type,Formulation,Units Per Bundle,Coverage,Minimum Shelf Life in Months,Skin Tone,Type,Finish,Features,Colour,Brand,Price
203,55541,Women,Personal Care,Makeup,Kajal and Eyeliner,Spring,2017.0,Casual,Revlon Colorstay Black Eyeliner,36,Not specified,Not specified,Not specified,1,Not specified,Not specified,Not specified,Pencil,Not specified,Waterproof,Black,Revlon,550
204,55579,Women,Personal Care,Makeup,Compact,Spring,2017.0,Casual,Revlon Touch & Glow Ivory Matte Compact,24,12,Not specified,Not specified,1,Not specified,6,Combination,Pressed,Matte,Not specified,Skin,Revlon,415
205,55546,Women,Personal Care,Makeup,Kajal and Eyeliner,Spring,2017.0,Casual,Revlon Blackest Eyeliner,36,Not specified,Not specified,Not specified,1,Not specified,Not specified,Not specified,Pencil,Not specified,Waterproof,Black,Revlon,560
206,56166,Women,Personal Care,Makeup,Kajal and Eyeliner,Spring,2017.0,Casual,Colorbar I-Define Silver Slate Eye Pencil 001,36,Not specified,Not specified,Not specified,1,Not specified,Not specified,Not specified,Pencil,Not specified,Smudge Proof,Lavender,Colorbar,325
207,56192,Women,Personal Care,Makeup,Compact,Spring,2017.0,Casual,Colorbar Time Plus Ivory Compact 004,24,12,Not specified,Not specified,1,Not specified,6,Combination,Pressed,Matte,Not specified,Skin,Colorbar,200
208,55525,Women,Personal Care,Makeup,Highlighter and Blush,Spring,2017.0,Casual,Revlon Skinlights Golden Light Face Illuminator 02,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Skin,Revlon,750
209,55522,Women,Personal Care,Makeup,Foundation and Primer,Spring,2017.0,Casual,Revlon Photo Ready Nude Makeup 004,24,12,All,Liquid,1,Medium,6,Fair to Light,Foundation,Not specified,Regular,Skin,Revlon,975
210,56195,Women,Personal Care,Makeup,Highlighter and Blush,Spring,2017.0,Casual,ColorBar Fucsia Blush,24,12,Not specified,Cream,1,Not specified,6,Light to Medium,Not specified,Matte,Not specified,Brown,Colorbar,375
211,56157,Women,Personal Care,Makeup,Kajal and Eyeliner,Spring,2017.0,Casual,Colorbar Blackout I-Glide Eye Liner 06,24,12,Not specified,Not specified,1,Not specified,6,Not specified,Pencil,Not specified,Smudge Proof,Black,Colorbar,499
212,56168,Women,Personal Care,Makeup,Kajal and Eyeliner,Spring,2017.0,Casual,Colorbar Color Intense Sizzling Pearl Liquid Eye Liner 011,36,Not specified,Not specified,Not specified,1,Not specified,Not specified,Not specified,Pencil,Not specified,Waterproof,White,Colorbar,350
213,56150,Women,Personal Care,Makeup,Kajal and Eyeliner,Spring,2017.0,Casual,Colorbar Mysterious Blue Eye Liner 002,36,Not specified,Not specified,Not specified,1,Not specified,Not specified,Not specified,Pencil,Not specified,Smudge Proof,Blue,Colorbar,399
214,57875,Women,Personal Care,Makeup,Makeup Remover,Spring,2017.0,,Biotique Bio Almond Oil Soothing Face & Eye Makeup Cleanser,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,Biotique,149
215,55578,Women,Personal Care,Makeup,Compact,Spring,2017.0,Casual,Revlon Touch & Glow Ivory Matte Compact 04,24,12,Not specified,Not specified,1,Not specified,6,Combination,Pressed,Matte,Not specified,Skin,Revlon,415
216,55547,Women,Personal Care,Makeup,Kajal and Eyeliner,Spring,2017.0,Casual,Revlon Mauve Spark Colorstay Sparkling Eyeliner,36,Not specified,Not specified,Not specified,1,Not specified,Not specified,Not specified,Pencil,Not specified,Smudge Proof,Purple,Revlon,440
217,55540,Women,Personal Care,Makeup,Eyeshadow,Spring,2017.0,Casual,Revlon Illuminance Copper Coast Creme Shadow 01,24,12,Not specified,Cream,1,Not specified,6,Not specified,Not specified,Glitter,Not specified,"Copper, Beige",Revlon,540
218,55549,Women,Personal Care,Makeup,Kajal and Eyeliner,Spring,2017.0,Casual,Revlon Sparkling Brown Eyeliner,36,Not specified,Not specified,Not specified,1,Not specified,Not specified,Not specified,Pencil,Not specified,Waterproof,Brown,Revlon,440
219,55576,Women,Personal Care,Makeup,Compact,Spring,2017.0,Casual,Revlon Photo Ready Fair / Light Compact 01,24,12,Not specified,Not specified,1,Not specified,6,Combination,Pressed,Matte,Not specified,Skin,Revlon,850
220,49129,Women,Personal Care,Makeup,Concealer,Spring,2017.0,Casual,Deborah Medium Beige 24 Ore Perfect Concealer 4,48,Not specified,All,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Skin,Deborah,675
221,55112,Women,Personal Care,Makeup,Compact,Spring,2017.0,Casual,Lakme Perfect Radiance Intense Whitening 01 Compact,36,6,Not specified,Not specified,1,Not specified,24,Combination,Pressed,Matte,Not specified,Skin,Lakme,210
222,56135,Women,Personal Care,Makeup,Eyeshadow,Spring,2017.0,Casual,Colorbar Black Tie Eye Shadow 010,36,Not specified,Not specified,Pressed Powder,1,Not specified,Not specified,Not specified,Not specified,Glitter,Not specified,Black,Colorbar,300
223,55582,Women,Personal Care,Makeup,Highlighter and Blush,Spring,2017.0,Casual,Revlon Everything Rosy Powder Blush 15,24,12,Not specified,Cream,1,Not specified,6,Light to Medium,Not specified,Matte,Not specified,Peach,Revlon,900
224,56569,Women,Personal Care,Makeup,Foundation and Primer,Spring,2017.0,Casual,Streetwear Shine Divine Whitening Liquid Toast Foundation,Not specified,Not specified,All,Not specified,Not specified,Not specified,Not specified,Fair to Light,Not specified,Not specified,Not specified,Skin,Streetwear,400
225,49111,Women,Personal Care,Makeup,Foundation and Primer,Spring,2017.0,Casual,Deborah New Skin Compact Foundation 02,36,Not specified,All,Not specified,Not specified,Not specified,Not specified,Fair to Light,Not specified,Not specified,Not specified,Skin,Deborah,695
226,55585,Women,Personal Care,Makeup,Highlighter and Blush,Spring,2017.0,Casual,Revlon Photo Ready Peach Sculpting Blush Palette 02,24,12,Not specified,Cream,1,Not specified,6,Light to Medium,Not specified,Matte,Not specified,"Peach, Brown, Beige",Revlon,900
227,55115,Women,Personal Care,Makeup,Compact,Summer,2019.0,Casual,Lakme Absolute White Intense Ivory Fair Wet & Dry Compact 01,36,6,Not specified,Not specified,1,Not specified,12,Combination,Pressed,Matte,Not specified,Skin,Lakme,700
228,56574,Women,Personal Care,Makeup,Foundation and Primer,Spring,2017.0,,Streetwear Stay On Pearl 3 in 1 Make Up,Not specified,Not specified,All,Not specified,Not specified,Not specified,Not specified,Fair to Light,Not specified,Not specified,Not specified,Skin,Streetwear,525
229,55553,Women,Personal Care,Makeup,Kajal and Eyeliner,Spring,2017.0,Casual,Revlon Aqua Blue Eye Pencil 15,36,Not specified,Not specified,Not specified,1,Not specified,Not specified,Not specified,Pencil,Not specified,Smudge Proof,Blue,Revlon,225
230,56580,Women,Personal Care,Makeup,Highlighter and Blush,Spring,2017.0,Casual,Streetwear Crystal Shine Ivory Face Brightener Loose Powder,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Skin,Streetwear,425
231,56573,Women,Personal Care,Makeup,Foundation and Primer,Spring,2017.0,,Streetwear Stay On Mineral Marble Foundation,Not specified,Not specified,All,Not specified,Not specified,Not specified,Not specified,Fair to Light,Not specified,Not specified,Not specified,Skin,Streetwear,625
232,56128,Women,Personal Care,Makeup,Foundation and Primer,Spring,2017.0,Casual,Colorbar Caramel Treat Instant Coverup Foundation 002,24,12,All,Crayon,1,Medium,6,Fair to Light,Foundation,Not specified,Regular,Skin,Colorbar,425
233,56121,Women,Personal Care,Makeup,Kajal and Eyeliner,Spring,2017.0,Casual,Colorbar Indian Eye Kohl Jet Black Kajal 001,36,Not specified,Not specified,Not specified,1,Not specified,Not specified,Not specified,Pencil,Not specified,Smudge Proof,Black,Colorbar,150
234,57804,Women,Personal Care,Makeup,Highlighter and Blush,Spring,2017.0,,Lotus Herbals Tea Rose Botanical Blusher 602,24,12,Not specified,Cream,1,Not specified,6,Light to Medium,Not specified,Matte,Not specified,Rose,Lotus Herbals,375
235,56126,Women,Personal Care,Makeup,Highlighter and Blush,Spring,2017.0,Casual,Colorbar Touch And Blushe Tint of Pink Blusher 001,24,12,Not specified,Cream,1,Not specified,6,Light to Medium,Not specified,Matte,Not specified,Pink,Colorbar,499
236,49105,Women,Personal Care,Makeup,Kajal and Eyeliner,Spring,2017.0,Casual,Deborah Precisione Waterproof Black Eye Liner,48,Not specified,Not specified,Not specified,1,Not specified,Not specified,Not specified,Pencil,Not specified,Waterproof,Black,Deborah,375
237,57803,Women,Personal Care,Makeup,Highlighter and Blush,Spring,2017.0,Casual,Lotus Herbals Natural Blend Raspberry Punch Blusher 603,24,12,Not specified,Cream,1,Not specified,6,Light to Medium,Not specified,Matte,Not specified,Beige,Lotus Herbals,375
238,56172,Women,Personal Care,Makeup,Kajal and Eyeliner,Spring,2017.0,Casual,Colorbar Color Intense Blue Lagoon Liquid Eye Liner 007,36,Not specified,Not specified,Not specified,1,Not specified,Not specified,Not specified,Pencil,Not specified,Smudge Proof,Blue,Colorbar,350
239,55531,Women,Personal Care,Makeup,Foundation and Primer,Spring,2017.0,Casual,Revlon Touch And Glow Ivory Mist Moisturising Make up 08,24,12,All,Liquid,1,Medium,6,Fair to Light,Foundation,Not specified,Regular,Skin,Revlon,215
240,56186,Women,Personal Care,Makeup,Compact,Spring,2017.0,Casual,ColorBar Radiant White UV Fairness Just Beige Compact 004,24,12,Not specified,Not specified,1,Not specified,6,Combination,Pressed,Matte,Not specified,Beige,Colorbar,300
241,49156,Women,Personal Care,Makeup,Highlighter and Blush,Spring,2017.0,,Deborah Peach HiTech Blusher # 59,48,Not specified,Not specified,Cream,1,Not specified,Not specified,Light to Medium,Not specified,Matte,Not specified,Peach,Deborah,625
242,56181,Women,Personal Care,Makeup,Compact,Spring,2017.0,Casual,Colorbar Triple Act Bisque Compact 006,24,12,Not specified,Not specified,1,Not specified,6,Combination,Pressed,Matte,Not specified,Skin,Colorbar,475
243,55536,Women,Personal Care,Makeup,Eyeshadow,Spring,2017.0,Casual,Revlon Custom Eyes Metallic Chic Eye Shadow 025,24,12,Not specified,Pressed Powder,1,Not specified,6,Not specified,Not specified,Glitter,Not specified,Multi,Revlon,695
244,55394,Women,Personal Care,Makeup,Makeup Remover,Spring,2017.0,Casual,Revlon Eye & Lip Makeup Remover,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,Revlon,260
245,56175,Women,Personal Care,Makeup,Kajal and Eyeliner,Spring,2017.0,Casual,Colorbar Color Intense Copper Haze Liquid Eye Liner 003,36,Not specified,Not specified,Not specified,1,Not specified,Not specified,Not specified,Pencil,Not specified,Smudge Proof,Copper,Colorbar,350
246,49160,Women,Personal Care,Makeup,Foundation and Primer,Spring,2017.0,Casual,Deborah Colour Copy Mat Effect 3 Foundation,36,Not specified,All,Not specified,Not specified,Not specified,Not specified,Fair to Light,Not specified,Not specified,Not specified,Skin,Deborah,595
247,56188,Women,Personal Care,Makeup,Compact,Summer,2019.0,Casual,ColorBar Radiant White UV Fairness Shell Compact 002,24,12,Not specified,Not specified,1,Not specified,6,Combination,Pressed,Matte,Not specified,Skin,Colorbar,300
248,56143,Women,Personal Care,Makeup,Eyeshadow,Spring,2017.0,Casual,Colorbar Turquoise Enchanting Trio Eye Shadow 007,24,12,Not specified,Pressed Powder,1,Not specified,6,Not specified,Not specified,Glitter,Long Lasting,"Turquoise Blue, Blue",Colorbar,550
249,55538,Women,Personal Care,Makeup,Eyeshadow,Spring,2017.0,Casual,Revlon Wild Orchids Illuminance Creme Eye Shadow,24,12,Not specified,Cream,1,Not specified,6,Not specified,Not specified,Glitter,Not specified,Multi,Revlon,540
250,56144,Women,Personal Care,Makeup,Eyeshadow,Spring,2017.0,Casual,Colorbar Seductively Nude Enchanting Trio Eye Shadow,24,12,Not specified,Pressed Powder,1,Not specified,6,Not specified,Not specified,Glitter,Long Lasting,"Nude, Copper",Colorbar,550
251,49158,Women,Personal Care,Makeup,Foundation and Primer,Spring,2017.0,Casual,Deborah Fair Colour Copy Mat Effect 0 Foundation,36,Not specified,All,Not specified,Not specified,Not specified,Not specified,Fair to Light,Not specified,Not specified,Not specified,Skin,Deborah,595
252,56127,Women,Personal Care,Makeup,Foundation and Primer,Spring,2017.0,Casual,Colorbar Almond Coffee Foundation 003,24,12,All,Crayon,1,Medium,6,Fair to Light,Foundation,Not specified,Regular,Skin,Colorbar,425
253,57802,Women,Personal Care,Makeup,Highlighter and Blush,Spring,2017.0,,Lotus Herbals Natural Blend Botanical Brew Ginger Blusher 604,24,12,Not specified,Cream,1,Not specified,6,Light to Medium,Not specified,Matte,Not specified,Brown,Lotus Herbals,375
254,56588,Women,Personal Care,Makeup,Kajal and Eyeliner,Spring,2017.0,Casual,Streetwear Metal-Eyes Copper Glaze Eye Liner,Not specified,Not specified,Not specified,Not specified,1,Not specified,Not specified,Not specified,Pencil,Not specified,Not specified,Copper,Streetwear,340
255,57805,Women,Personal Care,Makeup,Highlighter and Blush,Spring,2017.0,,Lotus Herbals Iced Muave Botanical Blusher 602,24,12,Not specified,Cream,1,Not specified,6,Light to Medium,Not specified,Matte,Not specified,Mauve,Lotus Herbals,375
256,56572,Women,Personal Care,Makeup,Foundation and Primer,Spring,2017.0,,Streetwear Stay On Mineral Natural Foundation,Not specified,Not specified,All,Not specified,Not specified,Not specified,Not specified,Fair to Light,Not specified,Not specified,Not specified,Skin,Streetwear,625
257,56129,Women,Personal Care,Makeup,Concealer,Spring,2017.0,Casual,ColorBar Instant Coverup Stick Apricot Crush Concealer 001,36,12,All,Stick,1,Medium,6,Wheatish,Not specified,Not specified,Not specified,Skin,Colorbar,425
258,56581,Women,Personal Care,Makeup,Highlighter and Blush,Spring,2017.0,,Streetwear Crystal Shine Gold Face Brightener Loose Powder,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Skin,Streetwear,425
259,56575,Women,Personal Care,Makeup,Foundation and Primer,Spring,2017.0,Casual,Streetwear Beige Stay On 3 in 1 Makeup,Not specified,Not specified,All,Not specified,Not specified,Not specified,Not specified,Fair to Light,Not specified,Not specified,Not specified,Skin,Streetwear,525
260,55539,Women,Personal Care,Makeup,Eyeshadow,Spring,2017.0,Casual,Revlon Illuminance Pink Petals Creme Eye Shadow 03,24,12,Not specified,Cream,1,Not specified,6,Not specified,Not specified,Glitter,Not specified,Multi,Revlon,540
261,49159,Women,Personal Care,Makeup,Foundation and Primer,Spring,2017.0,Casual,Deborah Colour Copy Mat Effect 1 Foundation,36,Not specified,All,Not specified,Not specified,Not specified,Not specified,Fair to Light,Not specified,Not specified,Not specified,Skin,Deborah,595
262,56145,Women,Personal Care,Makeup,Eyeshadow,Spring,2017.0,Casual,Colorbar Gorgeous Purple Enchanting Trio Eye Shadow,24,12,Not specified,Pressed Powder,1,Not specified,6,Not specified,Not specified,Glitter,Long Lasting,Purple,Colorbar,550
263,56189,Women,Personal Care,Makeup,Compact,Spring,2017.0,Casual,Colorbar Suede Bloom Compact 007,24,12,Not specified,Not specified,1,Not specified,6,Combination,Pressed,Matte,Not specified,Skin,Colorbar,200
264,49161,Women,Personal Care,Makeup,Foundation and Primer,Spring,2017.0,Casual,Deborah Colour Copy Mat Effect 5 Foundation,36,Not specified,All,Not specified,Not specified,Not specified,Not specified,Fair to Light,Not specified,Not specified,Not specified,Skin,Deborah,595
265,56142,Women,Personal Care,Makeup,Eyeshadow,Spring,2017.0,Casual,Colorbar Gorgeous Gold Eye Shadow 001,24,12,Not specified,Pressed Powder,1,Not specified,6,Not specified,Not specified,Glitter,Not specified,Gold,Colorbar,300
266,55198,Women,Personal Care,Makeup,Makeup Remover,Winter,2016.0,Casual,Lakme Absolute Bi-Phased Make-Up Remover,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Lakme,225
267,49157,Women,Personal Care,Makeup,Kajal and Eyeliner,Spring,2017.0,,Deborah Precisione Black Eye Liner,48,Not specified,Not specified,Not specified,1,Not specified,Not specified,Not specified,Pencil,Not specified,Not specified,Black,Deborah,375
268,56174,Women,Personal Care,Makeup,Kajal and Eyeliner,Spring,2017.0,Casual,Colorbar Color Intense Heavy Metal Grey Liquid Eye Liner 004,36,Not specified,Not specified,Not specified,1,Not specified,Not specified,Not specified,Pencil,Not specified,Smudge Proof,Grey,Colorbar,350
269,55537,Women,Personal Care,Makeup,Eyeshadow,Spring,2017.0,Casual,Revlon Custom Eyes Naturally Glamorous Eye Shadow 020,24,12,Not specified,Cream,1,Not specified,6,Not specified,Not specified,Glitter,Not specified,Multi,Revlon,695
270,56180,Women,Personal Care,Makeup,Concealer,Spring,2017.0,Casual,Colorbar Soft Ivory Concealer 001,36,12,All,Cream,1,Medium,6,Wheatish,Not specified,Not specified,Not specified,Skin,Colorbar,495
271,56187,Women,Personal Care,Makeup,Compact,Spring,2017.0,Casual,Colorbar Radiant White UV Fairness Sandy Nude Compact 003,24,12,Not specified,Not specified,1,Not specified,6,Combination,Pressed,Matte,Not specified,Skin,Colorbar,300
272,55530,Women,Personal Care,Makeup,Foundation and Primer,Spring,2017.0,Casual,Revlon Touch And Glow Natural Mist Moisturising Make up 09,24,12,All,Liquid,1,Medium,6,Fair to Light,Foundation,Not specified,Regular,Skin,Revlon,225
273,56173,Women,Personal Care,Makeup,Kajal and Eyeliner,Spring,2017.0,Casual,Colorbar Color Intense Green Eyeliner 006,36,Not specified,Not specified,Not specified,1,Not specified,Not specified,Not specified,Pencil,Not specified,Smudge Proof,Green,Colorbar,350
274,57785,Women,Personal Care,Makeup,Compact,Spring,2017.0,,Lotus Herbals Natural Blend Translucent  Sunset Beach Compact Powder 820,24,12,Not specified,Not specified,1,Not specified,6,Combination,Pressed,Matte,Not specified,Gold,Lotus Herbals,445
275,57776,Women,Personal Care,Makeup,Eyeshadow,Spring,2017.0,,Lotus Herbals Maxlid Rose Beach Eye Shadow 537,24,12,Not specified,Pressed Powder,1,Not specified,6,Not specified,Not specified,Glitter,Long Lasting,"Brown, Brown",Lotus Herbals,349
276,57749,Women,Personal Care,Makeup,Foundation and Primer,Spring,2017.0,Casual,Lotus Herbals Natural Blend Comfort Liquid Buff Foundation 320,24,Not specified,All,Not specified,Not specified,Not specified,Not specified,Fair to Light,Not specified,Not specified,Not specified,Skin,Lotus Herbals,380
277,55225,Women,Personal Care,Makeup,Kajal and Eyeliner,Spring,2017.0,Casual,Lakme Women Black Satin Kajal,Not specified,Not specified,Not specified,Not specified,1,Not specified,Not specified,Not specified,Pencil,Not specified,Smudge Proof,Black,Lakme,150
278,57740,Women,Personal Care,Makeup,Foundation and Primer,Spring,2017.0,Casual,Lotus Herbals Pure Radiance Soft Beige Daily Foundation 360,24,12,All,Liquid,1,Medium,6,Fair to Light,Foundation,Not specified,Regular,Skin,Lotus Herbals,245
279,57747,Women,Personal Care,Makeup,Foundation and Primer,Spring,2017.0,,Lotus Herbals Naturalblend Swift Make-up Stick Honey Beige Foundation 710,24,12,All,Crayon,1,Medium,6,Fair to Light,Foundation,Not specified,Regular,Beige,Lotus Herbals,345
280,57778,Women,Personal Care,Makeup,Kajal and Eyeliner,Spring,2017.0,,Lotus Herbals Hypnotica Green Eye Contour Definer,24,Not specified,Not specified,Not specified,1,Not specified,Not specified,Not specified,Pencil,Not specified,Smudge Proof,Green,Lotus Herbals,225
281,55249,Women,Personal Care,Makeup,Foundation and Primer,Spring,2017.0,Casual,Lakme Face Magic Natural Marble Daily Wear Souffle,Not specified,Not specified,All,Cream,1,Medium,Not specified,Fair to Light,Foundation,Not specified,Regular,Skin,Lakme,160
282,55282,Women,Personal Care,Makeup,Highlighter and Blush,Spring,2017.0,Casual,Lakme Cheek Chromatic Night Sheen Blusher,Not specified,Not specified,Not specified,Cream,1,Not specified,Not specified,Light to Medium,Not specified,Matte,Not specified,Brown,Lakme,550
283,55276,Women,Personal Care,Makeup,Concealer,Spring,2017.0,Casual,Lakme Rose Powder With Sunscreen,24,Not specified,All,Cream,1,Medium,Not specified,Wheatish,Not specified,Not specified,Not specified,Skin,Lakme,160
284,55271,Women,Personal Care,Makeup,Kajal and Eyeliner,Spring,2017.0,Casual,Lakme Black Impact Eye Liner,Not specified,Not specified,Not specified,Not specified,1,Not specified,Not specified,Not specified,Pencil,Not specified,Waterproof,Black,Lakme,200
285,55285,Women,Personal Care,Makeup,Highlighter and Blush,Spring,2017.0,Casual,Lakme Gold Dust Shimmer Bronzer,Not specified,Not specified,Not specified,Cream,1,Not specified,Not specified,Light to Medium,Not specified,Matte,Not specified,Bronze,Lakme,450
286,55278,Women,Personal Care,Makeup,Highlighter and Blush,Spring,2017.0,Casual,Lakme Women Pure Rouge Ginger Surprise Blusher,Not specified,Not specified,Not specified,Cream,1,Not specified,Not specified,Light to Medium,Not specified,Matte,Not specified,Rust,Lakme,450
287,55247,Women,Personal Care,Makeup,Foundation and Primer,Spring,2017.0,Casual,Lakme Face Magic Natural Pearl Daily Wear Souffle,Not specified,Not specified,All,Cream,1,Medium,Not specified,Fair to Light,Foundation,Not specified,Regular,Skin,Lakme,160
288,56604,Women,Personal Care,Makeup,Kajal and Eyeliner,Spring,2017.0,Casual,Streetwear Blue Eye Liner 03,Not specified,Not specified,Not specified,Not specified,1,Not specified,Not specified,Not specified,Pencil,Not specified,Not specified,Blue,Streetwear,175
289,56603,Women,Personal Care,Makeup,Kajal and Eyeliner,Spring,2017.0,Casual,Streetwear Eye Definer Blue Eye Liner 07,Not specified,Not specified,Not specified,Not specified,1,Not specified,Not specified,Not specified,Pencil,Not specified,Not specified,Blue,Streetwear,165
290,55240,Women,Personal Care,Makeup,Foundation and Primer,Spring,2017.0,Casual,Lakme Perfecting Natural Coral Liquid Foundation,24,6,All,Liquid,1,Medium,24,Fair to Light,Foundation,Not specified,Regular,Skin,Lakme,150
291,57746,Women,Personal Care,Makeup,Foundation and Primer,Spring,2017.0,,Lotus Herbals Natural Blend Swift Make-up Stick Foundation 720,24,12,All,Crayon,1,Medium,6,Fair to Light,Foundation,Not specified,Regular,Beige,Lotus Herbals,375
292,57779,Women,Personal Care,Makeup,Kajal and Eyeliner,Spring,2017.0,,Lotus Herbals Sapphire Hypnotica Eye Contour Definer,24,Not specified,Not specified,Not specified,1,Not specified,Not specified,Not specified,Pencil,Not specified,Smudge Proof,Blue,Lotus Herbals,225
293,57741,Women,Personal Care,Makeup,Foundation and Primer,Spring,2017.0,Casual,Lotus Herbals Pure Radiance Fresh Ivory Daily Foundation 350,24,12,All,Liquid,1,Medium,6,Fair to Light,Foundation,Not specified,Regular,Skin,Lotus Herbals,245
294,57777,Women,Personal Care,Makeup,Eyeshadow,Spring,2017.0,,Lotus Herbals Maxlid Coco Fudge Eye Shadow,24,12,Not specified,Pressed Powder,1,Not specified,6,Not specified,Not specified,Glitter,Not specified,Brown,Lotus Herbals,349
295,57784,Women,Personal Care,Makeup,Compact,Spring,2017.0,,Lotus Herbals Natural Blend Translucent Rouge Lustre Compact Powder 840,24,12,Not specified,Not specified,1,Not specified,6,Combination,Loose,Matte,Not specified,Peach,Lotus Herbals,375
296,55241,Women,Personal Care,Makeup,Foundation and Primer,Spring,2017.0,Casual,Lakme Perfecting Natural Shell Liquid Foundation,24,Not specified,All,Liquid,1,Medium,Not specified,Fair to Light,Foundation,Not specified,Regular,Skin,Lakme,150
297,56602,Women,Personal Care,Makeup,Kajal and Eyeliner,Spring,2017.0,Casual,Streetwear Eye Definer Black Eye Liner 08,Not specified,Not specified,Not specified,Not specified,1,Not specified,Not specified,Not specified,Pencil,Not specified,Not specified,Black,Streetwear,165
298,56605,Women,Personal Care,Makeup,Kajal and Eyeliner,Spring,2017.0,,Streetwear Black Eye Liner 01,Not specified,Not specified,Not specified,Not specified,1,Not specified,Not specified,Not specified,Pencil,Not specified,Not specified,Black,Streetwear,199
299,55080,Women,Personal Care,Makeup,Compact,Spring,2017.0,Casual,Lakme Pearl Nine to Five Flawless Creme Compact,Not specified,Not specified,Not specified,Not specified,1,Not specified,Not specified,Combination,Pressed,Matte,Not specified,Skin,Lakme,650
300,55246,Women,Personal Care,Makeup,Foundation and Primer,Spring,2017.0,Casual,Lakme Pearl Silk Naturelle Daily Foundation,Not specified,Not specified,All,Not specified,Not specified,Not specified,Not specified,Fair to Light,Not specified,Not specified,Not specified,Skin,Lakme,350
301,55074,Women,Personal Care,Makeup,Kajal and Eyeliner,Spring,2017.0,Casual,Lakme Glide On Aqua Green Eye Color,Not specified,Not specified,Not specified,Not specified,1,Not specified,Not specified,Not specified,Pencil,Not specified,Smudge Proof,Sea Green,Lakme,275
302,55284,Women,Personal Care,Makeup,Highlighter and Blush,Spring,2017.0,Casual,Lakme Cheek Chromatic Day Sheer Blusher,36,6,Not specified,Cream,1,Not specified,12,Light to Medium,Not specified,Matte,Not specified,Bronze,Lakme,550
303,55270,Women,Personal Care,Makeup,Kajal and Eyeliner,Summer,2019.0,Casual,Lakme Insta-Liner,Not specified,Not specified,Not specified,Not specified,1,Not specified,Not specified,Not specified,Pencil,Not specified,Waterproof,Black,Lakme,110
304,55248,Women,Personal Care,Makeup,Foundation and Primer,Spring,2017.0,Casual,Lakme Face Magic Natural Shell Daily Wear Souffle,Not specified,Not specified,All,Cream,1,Medium,Not specified,Fair to Light,Foundation,Not specified,Regular,Skin,Lakme,160
305,55277,Women,Personal Care,Makeup,Highlighter and Blush,Spring,2017.0,Casual,Lakme Women Pure Rouge Rose Crush Blusher,Not specified,Not specified,Not specified,Cream,1,Not specified,Not specified,Light to Medium,Not specified,Matte,Not specified,Pink,Lakme,450
306,55283,Women,Personal Care,Makeup,Highlighter and Blush,Spring,2017.0,Casual,Lakme Absolute Cheek Chromatic Day Blushes Blusher,Not specified,Not specified,Not specified,Cream,1,Not specified,Not specified,Light to Medium,Not specified,Matte,Not specified,Pink,Lakme,550
